customer_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
d88f1d16-ec31-470b-ac39-0467115c982a,34,services,married,high.school,no,yes,yes,telephone,may,tue,108,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
51976d6a-a443-4c81-8932-d4af06dda806,44,technician,married,professional.course,no,yes,no,cellular,jul,wed,188,2,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2
43c684a9-3f19-4204-8a39-f359eeeaf1de,40,services,married,high.school,no,no,no,telephone,may,tue,70,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
e3f5f7d8-57a4-408a-a657-52af370c0d8b,36,technician,married,university.degree,no,yes,no,cellular,aug,thu,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
51ba86f5-baa4-4f66-b618-017496c69be9,39,management,married,university.degree,no,no,no,telephone,apr,tue,325,1,999,2,failure,-1.8,93.749,-34.6,0.646,5008.7
b5923d65-57eb-4e93-b953-c202183b26a4,36,admin.,divorced,high.school,no,yes,no,telephone,may,thu,233,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
e13c6780-aab9-43c6-b9f0-19103201b52a,44,unknown,married,professional.course,unknown,no,yes,telephone,aug,thu,169,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
1922823a-775a-4c2a-a1f3-89c368f76cca,33,technician,married,university.degree,no,no,no,cellular,nov,wed,200,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
17735a94-287e-4806-bfa6-baa7edf18619,53,admin.,single,basic.6y,no,yes,no,telephone,jun,mon,63,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
d47cd5cf-d29a-4257-b17c-e24733296dd6,37,technician,married,high.school,unknown,yes,no,cellular,aug,tue,76,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
1964e5fc-a4d6-4fdb-8815-f7c76019236f,40,unemployed,married,university.degree,unknown,yes,no,telephone,jul,wed,54,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
e6ee32ba-bdba-4aa9-bcbe-c005b93cf5d6,36,admin.,married,university.degree,no,yes,no,telephone,may,mon,120,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
3fc44c9b-f22f-49c3-a295-0315621c709d,28,services,single,high.school,no,no,no,telephone,may,thu,95,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
8826acfd-afac-40c7-a4ea-3a8efc2a9799,28,technician,single,university.degree,no,no,no,cellular,jul,fri,453,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
fc91c19f-a574-47c8-aaa2-51e5d03eb9dd,32,services,single,university.degree,no,yes,no,cellular,oct,fri,375,2,999,2,failure,-1.1,94.601,-49.5,0.972,4963.6
ffe85be5-300b-4b00-9d98-2c544338a8a7,28,student,single,university.degree,no,yes,yes,cellular,may,fri,108,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
98167c34-4453-4cbc-91b9-51e5af2706dd,30,blue-collar,single,basic.9y,unknown,no,no,telephone,may,fri,16,18,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
7fee14ed-81e5-4ff3-8d7c-0c16f51a5743,35,services,divorced,university.degree,no,yes,no,telephone,jul,tue,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
16ff87d9-3563-4e04-839f-7a02fde76181,49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,115,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
04dc9654-8e76-40b6-8e1c-734dd3be5a1d,46,admin.,married,high.school,no,no,no,telephone,jun,fri,47,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
db0b3e2c-b5f3-4be9-b7be-65756b7557fe,42,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,85,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
388e4c39-0172-4181-bfa3-21239dd0d2d9,32,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,197,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
cadf403c-3a12-4b45-bea1-7cad0c32f096,34,admin.,single,university.degree,no,no,yes,cellular,mar,tue,236,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7
bd37364b-e2da-47d1-92bb-04ab510a19d7,29,technician,single,basic.9y,no,no,no,cellular,jun,mon,24,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
f4efb99e-55d3-4ea7-96bc-68fb4a07de1d,35,blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,265,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
b8f70fff-0180-4b69-af77-4b04c5c7e0e7,52,admin.,divorced,university.degree,no,yes,yes,cellular,nov,tue,183,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
906f7d60-d7ca-4e1a-9bb6-a62288341e4d,34,services,married,high.school,no,no,no,telephone,may,mon,97,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
e1a93c3b-5b0c-40b4-aa3e-d06555c169da,45,technician,divorced,professional.course,no,yes,yes,cellular,nov,tue,178,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
86f64611-dd78-41ec-8102-10e9c9b1fd2e,56,services,divorced,basic.6y,no,yes,no,cellular,nov,tue,199,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
577ff3f5-adfa-42c1-b1c0-8fe6b10f56b4,38,blue-collar,divorced,unknown,no,no,no,telephone,may,wed,258,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
c74812ad-2462-4de6-9aea-77656e546bc6,28,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,233,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
c6090c6f-b828-4c46-ac52-fe9ca85f784e,56,blue-collar,married,basic.4y,no,yes,no,cellular,mar,fri,283,1,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1
d5e34093-c77c-47d8-8f89-790a7c7a2984,26,admin.,single,basic.9y,no,no,no,telephone,jun,fri,11,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
c4d81081-bd91-4665-ae40-23b19d88ffa2,56,unknown,divorced,basic.4y,no,no,no,cellular,jul,tue,547,12,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
744ac7d1-1e14-4e0d-b1d4-b49918a93028,37,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,71,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
6f243345-fe63-4342-bf00-c87138e8a8f1,33,admin.,married,high.school,no,no,no,telephone,jun,wed,916,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
9cbe123d-be38-4303-8f9e-a362080e24b5,55,unknown,married,unknown,unknown,yes,no,cellular,aug,thu,60,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
81590687-9484-41c8-9fea-dddeb17c828f,40,admin.,married,professional.course,no,yes,no,cellular,nov,tue,271,5,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
e92e6326-1ea2-49a5-8d7f-b3bb8a2943b5,31,admin.,married,university.degree,no,no,yes,cellular,jul,mon,15,11,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
2eae3f3d-a041-4fe6-a4a2-4b27044032e9,26,unemployed,single,basic.9y,no,no,no,telephone,may,wed,282,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
e2d81604-dae8-4123-ade9-006541a5226b,49,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,116,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
2b960406-bee1-4701-88ae-27fac12a43e6,30,entrepreneur,married,university.degree,no,no,no,cellular,may,wed,585,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
ae299c72-09c2-4ca0-b7bd-526148f94070,36,admin.,single,university.degree,no,no,no,telephone,jun,tue,70,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
8804ca54-f960-480c-a419-00448a86ced9,39,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,8,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
fe6a32ec-ed9c-41f6-995a-39635d54853d,49,blue-collar,married,unknown,unknown,yes,no,telephone,may,tue,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
f0f43dae-fd3f-4e85-ae3e-03921f2e54a7,33,admin.,married,university.degree,no,no,yes,cellular,aug,tue,149,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
f4d7f34f-23f4-43d3-a2d2-f42e70a977cb,24,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,107,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
6aaf1fd3-f313-45d2-afb5-6e75378f6a84,40,blue-collar,married,high.school,no,no,yes,telephone,may,tue,121,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
3bb04205-0be5-4ec0-9973-eddc453afc47,38,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,fri,970,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
ff22c63a-6948-4dfb-b993-43efb6a014dd,43,admin.,divorced,basic.9y,no,unknown,unknown,telephone,may,tue,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
1a3640d6-d2dc-4abe-aaa8-ca6d05a9570f,30,admin.,single,university.degree,no,yes,yes,telephone,nov,fri,26,10,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
1a1529fb-e291-472d-8ab5-8af5c073e10c,21,services,single,high.school,no,no,no,cellular,may,tue,68,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
003c4ee2-7ae8-4e5a-a2c0-9e26314e3832,59,retired,married,basic.6y,no,no,no,cellular,may,mon,233,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
465591f2-53b4-4788-b35d-80256cfd2ab7,33,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,88,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
953dc68f-cd08-4591-ab83-76022a807785,33,technician,married,university.degree,no,no,no,cellular,aug,wed,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
e07cb734-78cb-4876-b586-ed4a53216988,53,unknown,married,high.school,unknown,no,no,telephone,may,thu,303,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
09a80fd1-743d-4c01-9d9f-a346810397b3,38,blue-collar,divorced,unknown,no,no,no,telephone,jun,fri,278,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
2d7283f8-6641-4004-b049-c5b61fa10ba5,48,entrepreneur,married,university.degree,no,yes,no,telephone,may,wed,122,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
72aff1c7-a4a9-49b9-890f-745a82c6d90c,36,admin.,single,university.degree,no,yes,no,cellular,sep,fri,100,2,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5
a7247299-1316-4e4c-bc68-5dbb39808833,43,technician,divorced,high.school,no,yes,yes,cellular,jul,mon,200,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
3869474a-bbc0-4b63-b8a1-1be04b22c09b,33,management,single,university.degree,no,yes,yes,cellular,apr,wed,1176,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1
db4f6759-857e-4ce1-adcd-919d35d91d65,53,admin.,married,university.degree,no,yes,no,telephone,may,tue,68,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
dec12c80-4004-4652-98f8-8e4e3e2b010b,26,admin.,single,high.school,no,yes,no,telephone,may,fri,448,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
1e2ea846-b907-4c11-9c23-3099024877af,43,admin.,married,professional.course,unknown,yes,no,cellular,jul,thu,68,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
5540f5e9-1bce-4bf7-8cb0-1c59a4503ee6,57,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,thu,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
d0f1e624-8147-4c16-934c-4d440235008d,53,management,divorced,professional.course,no,yes,no,cellular,may,mon,82,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
a4d8f813-9896-4254-b7cc-a4703035c7bb,49,housemaid,married,basic.4y,unknown,yes,no,telephone,may,wed,158,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
912881c3-8426-4090-9c06-6577a797e7e6,47,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,311,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
2b456674-794a-439d-93d7-d5b142700787,44,management,married,high.school,unknown,yes,no,telephone,jul,mon,13,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
d088de4a-842e-471d-baeb-27c23b53db5e,53,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,182,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
cada5e1c-6288-4e97-901a-373c11830615,30,technician,single,professional.course,no,no,no,telephone,aug,mon,6,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6
0f7d4062-a3c4-49be-b87d-96976fca12e6,24,technician,single,professional.course,no,no,no,cellular,may,thu,175,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
8faf5349-8f57-4fbe-9d21-20a0a9914975,43,admin.,divorced,university.degree,no,no,no,telephone,apr,fri,263,4,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7
47fc2abc-15f6-4822-a356-48edd832627b,25,management,single,basic.4y,no,no,no,telephone,may,tue,186,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
224611fd-88bf-4f2e-8c2b-b12cab006502,25,unemployed,single,high.school,no,no,no,cellular,aug,tue,188,1,3,3,success,-1.7,94.027,-38.3,0.904,4991.6
aead4379-33b0-42fe-9c81-032d7eac711b,44,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,472,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
b9db71b8-9b81-42e5-a9a2-e4932b6e58e0,35,technician,married,professional.course,no,no,no,telephone,jun,thu,159,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
678f599f-c345-4a4f-bc0f-9e5a1c057cc2,33,entrepreneur,married,high.school,no,no,no,cellular,nov,tue,143,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8
da41a9a9-4582-4c02-9e73-3e2b65e1d0e3,59,admin.,divorced,high.school,no,yes,yes,cellular,jul,mon,44,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
ca1d6248-d4a1-4bb2-958d-a5555e6d2808,36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,129,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
03be359a-61e5-4e6f-8141-cd0886144562,45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,103,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
2ef1e1b4-39b5-499e-9cad-4c844380e986,51,self-employed,divorced,university.degree,no,yes,no,cellular,nov,wed,670,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
ae20a443-9c52-4739-ae4e-dc361e1b8a29,35,admin.,single,university.degree,no,no,no,cellular,aug,mon,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
bc628e9e-37f4-4994-8c19-72f971777427,29,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,249,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
81639c93-2b40-4614-84b2-60a7c8ea533a,51,unemployed,married,basic.4y,unknown,yes,no,telephone,may,thu,249,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
814f958c-5f66-4257-ac0e-836c74e6b62f,48,unknown,married,basic.6y,no,no,no,cellular,jul,wed,884,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
f71d120b-50c5-4fc0-ac41-47f210abe2ba,49,blue-collar,married,high.school,unknown,yes,no,cellular,nov,mon,108,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
a5e2cce0-6276-48a0-a9fa-a092040b2da8,31,technician,married,professional.course,no,no,no,telephone,may,fri,258,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
85f3a595-7ea9-440e-8454-f18fb90e2b14,49,management,single,basic.4y,unknown,yes,no,cellular,jul,wed,592,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
65be7659-ef80-4c87-b83a-c1a2eaeccad3,58,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
bd9d9e82-8d59-4186-92a0-3393ad1388aa,32,unknown,single,basic.9y,no,yes,no,telephone,nov,mon,302,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8
ff4e4121-eac0-42d2-8291-f787133a4119,30,admin.,single,high.school,no,yes,no,telephone,jun,tue,229,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
37d2f347-cba5-449d-8319-bac8db643724,41,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,thu,92,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
b32f4b19-9026-439c-8407-ae04e77cf925,37,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,219,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
81cc78ee-959e-4324-ba73-e891bfb759f3,46,management,married,basic.6y,no,no,no,cellular,may,mon,966,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
c7b57a28-53f5-4806-a1b3-e23b858ee733,55,admin.,married,basic.4y,no,no,no,cellular,jul,thu,134,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
86970680-0af4-4f26-b0eb-6ab21f8beab0,32,technician,divorced,high.school,no,yes,yes,cellular,aug,mon,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
8a991d70-cebd-4bf4-bcd9-9d6b08df2611,34,technician,married,high.school,unknown,no,no,cellular,aug,tue,332,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
9ec7fae9-8017-4ec7-bff8-37e8eb30fdb9,40,admin.,divorced,university.degree,no,yes,no,cellular,apr,mon,238,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
b19162a3-e36a-4ffa-8efe-725a8e2a81e0,53,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,376,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1
4c55e5aa-4eca-469a-8ad5-1e9c57881c26,30,services,single,high.school,no,no,no,cellular,may,tue,263,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
9bb6f642-7cab-4b4f-b035-e1599f04c023,37,admin.,married,high.school,no,unknown,unknown,telephone,may,fri,97,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
16dc627c-ad11-4541-b7ab-a1b3e470d0a7,45,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,317,5,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
686bb03b-1d07-47ec-a8c2-0caa83b1735d,37,admin.,married,university.degree,no,no,no,cellular,aug,wed,356,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
b49ab07b-8aa2-4c8e-9cb2-1d0799777717,45,admin.,single,professional.course,no,no,no,telephone,may,tue,265,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
352e1857-e122-49ec-8dc4-98db46512ff3,30,technician,single,unknown,no,yes,no,telephone,may,mon,144,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
ce4818c7-09a7-40a6-b1d2-eb4c1f662d97,48,services,married,basic.9y,unknown,yes,no,cellular,nov,mon,301,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
e9e57ad7-7b09-4c54-9019-1aeffdf4c474,30,technician,single,basic.9y,no,no,yes,cellular,may,mon,189,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
298666ff-53cb-4a23-9e6c-195f15e1530f,37,services,divorced,high.school,no,yes,no,telephone,jun,tue,42,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
afb219d5-9d59-4bdf-adc6-d8fc390ba308,25,student,single,high.school,no,no,no,telephone,may,fri,115,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
bfc272ff-f8a0-4d4b-a1b9-f9ee711c69cc,34,technician,married,professional.course,no,yes,no,cellular,aug,fri,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
724e5bca-222f-4243-9b1f-00fdbca14b0f,23,admin.,single,university.degree,no,yes,no,cellular,mar,thu,90,2,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1
c877b4e9-5990-4123-a44d-7338ad664eee,30,unemployed,married,basic.9y,no,no,no,cellular,jul,fri,154,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
fd6121f2-e05d-4950-ba5b-6fdb205cd126,33,services,married,professional.course,unknown,yes,no,cellular,may,wed,160,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
0c1b0728-a059-4ca0-a0bd-50b9f0f087ca,35,admin.,married,professional.course,no,yes,no,cellular,jul,wed,322,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
77962f1a-a30f-4446-834d-f8f0cc09a0a3,23,unemployed,single,basic.9y,no,yes,no,cellular,oct,thu,238,1,4,1,success,-3.4,92.431,-26.9,0.754,5017.5
c2b05dce-9283-45f0-8a88-1b03545e649b,60,entrepreneur,married,basic.4y,no,yes,no,telephone,may,wed,236,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
3efea815-2f00-4fdc-be6b-637d16903cc1,24,services,married,high.school,no,no,yes,telephone,may,fri,241,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
6c3a71e4-5e79-464c-839e-a6c68d264150,21,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,154,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
2de3c483-c97b-471e-b862-17caec2bea1f,40,technician,single,professional.course,no,yes,no,cellular,apr,mon,430,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
c93f90d7-6190-4b84-947a-3844732f2a40,33,admin.,single,university.degree,no,yes,no,telephone,may,tue,76,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
70415367-6296-4b32-b2a1-94af74afec74,58,retired,divorced,basic.4y,unknown,no,no,cellular,jul,wed,303,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
03ccb9aa-0f20-4781-8567-6b9d2a825434,26,student,single,unknown,no,yes,no,cellular,nov,wed,92,2,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5
cd5fded0-2878-4243-bfe1-9f8b64b93461,30,technician,single,professional.course,no,yes,no,cellular,apr,fri,346,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
b40adf07-41d2-4152-bada-4b787a213631,46,admin.,divorced,basic.6y,no,yes,no,cellular,may,mon,18,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
bdfa4af5-c622-4c76-807e-a913b405421c,59,admin.,divorced,professional.course,no,no,no,cellular,aug,tue,477,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2
946330b2-1771-4bf4-8d94-026bac7cf144,23,admin.,single,high.school,no,no,no,cellular,may,fri,13,8,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
f54c3a1a-ac8b-4ddd-a0bb-3a28105c1c77,49,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,wed,501,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
97373fe7-876f-492b-9fba-bd4046038830,36,blue-collar,single,basic.4y,no,yes,no,cellular,nov,thu,775,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
a78f4c78-65ca-4a5a-8725-b2ad1d016938,32,admin.,single,university.degree,no,no,no,cellular,nov,mon,85,2,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5
1a021ca3-2e83-4dc6-af91-aef06efde37f,33,admin.,married,university.degree,no,no,no,cellular,jul,mon,145,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
30665420-e3bd-49db-a561-6a3f7db11bab,35,blue-collar,married,unknown,no,no,no,telephone,may,wed,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
8a13ea37-b971-4d76-9704-22415dea9485,47,technician,married,professional.course,no,yes,no,cellular,jul,fri,352,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
b66f3095-6fb1-4a82-9e37-29a70b20ff46,34,admin.,single,high.school,no,yes,no,cellular,jul,wed,271,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
b00cfa3f-171f-4e8b-b216-a5ec9202d307,56,retired,married,basic.4y,no,no,no,cellular,dec,thu,582,4,999,0,nonexistent,-3.0,92.713,-33.0,0.714,5023.5
9fb1b4cc-036c-44cb-97cd-949a90d1e4d9,46,technician,married,professional.course,no,no,yes,cellular,apr,tue,189,1,5,2,success,-1.8,93.749,-34.6,0.638,5008.7
